Year,Jan,Feb,March,April,May,June,July,August,September,October,November,December,Annual,Station_Number,Type_data
2014,42,34,10,27,16,72,16,80,38,114,13,42,503,27479,Sum_Precip
2015,29,58,2,56,39,68,143,47,26,43,52,41,603,27479,Sum_Precip
2016,90,44,40,42,16,24,32,99,88,9,69,45,597,27479,Sum_Precip
2017,27,32,40,52,47,47,153,34,45,66,50,62,654,27479,Sum_Precip
2018,37,29,30,48,29,46,58,46,31,55,29,25,463,27479,Sum_Precip
2019,48,53,40,18,68,64,52,46,24,77,24,56,571,27479,Sum_Precip
2020,42,44,22,74,59,65,115,96,25,40,31,10,622,27479,Sum_Precip
2021,60,64,25,36,76,72,35,29,78,17,77,39,606,27479,Sum_Precip
2022,62,46,11,56,82,31,135,9,109,69,55,78,743,27479,Sum_Precip
2023,16,21,65,17,58,16,107,19,4,77,51,75,525,27479,Sum_Precip
2024,56,38,11,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,27479,Sum_Precip
1951,-14.2,-15.2,-6.0,9.1,9.1,17.2,17.9,18.7,11.3,1.9,-8.4,-4.5,3.1,27480,Av_Temp
1952,-8.6,-11.4,-9.7,0.4,10.3,18.2,19.3,15.1,11.5,2.7,-3.6,-10.5,2.8,27480,Av_Temp
1953,-14.0,-20.5,-5.1,6.1,10.7,17.6,18.8,18.0,8.4,2.5,-6.4,-9.1,2.3,27480,Av_Temp
1954,-19.6,-20.6,-7.7,3.4,12.3,17.8,21.0,16.5,10.9,5.1,-4.2,-9.6,2.1,27480,Av_Temp
1955,-9.0,-9.4,-7.7,1.0,11.0,15.3,15.5,14.9,10.9,6.4,-5.2,-21.9,1.8,27480,Av_Temp
1956,-16.1,-22.2,-7.1,2.7,11.5,19.5,14.8,14.6,6.8,2.9,-10.0,-7.1,0.9,27480,Av_Temp
1957,-12.0,-6.2,-11.1,2.9,15.4,15.7,18.0,17.4,13.5,3.3,-5.4,-5.2,3.9,27480,Av_Temp
1958,-8.8,-10.9,-9.5,2.2,11.4,14.9,17.0,16.2,6.7,4.2,-3.9,-12.3,2.3,27480,Av_Temp
1959,-8.0,-10.5,-5.5,2.9,10.9,16.5,19.6,15.3,7.2,0.0,-6.6,-11.1,2.6,27480,Av_Temp
1960,-13.2,-11.3,-8.5,4.4,9.7,17.7,20.4,15.8,9.5,0.5,-7.7,-2.8,2.9,27480,Av_Temp
1961,-9.6,-7.4,-3.5,1.7,11.3,18.6,19.4,16.1,7.8,5.3,-7.0,-11.1,3.5,27480,Av_Temp
1962,-7.8,-8.2,-5.9,5.8,14.4,12.5,17.7,13.7,10.0,3.2,-0.5,-9.6,3.8,27480,Av_Temp
1963,-20.2,-13.9,-14.9,1.5,14.6,14.2,17.7,15.4,12.0,4.5,-1.4,-11.7,1.5,27480,Av_Temp
1964,-12.3,-11.6,-11.2,1.4,10.9,15.8,19.4,15.9,9.8,3.3,-4.2,-6.3,2.6,27480,Av_Temp
1965,-15.8,-14.6,-5.2,-0.5,9.3,15.8,16.6,14.4,11.6,2.1,-7.1,-3.9,1.9,27480,Av_Temp
1966,-13.7,-17.0,-3.9,6.1,13.6,15.9,19.0,17.1,8.8,2.3,-2.8,-16.8,2.4,27480,Av_Temp
1967,-17.2,-15.3,-4.1,5.7,14.4,15.8,17.1,18.5,9.1,6.1,-1.1,-10.9,3.2,27480,Av_Temp
1968,-18.2,-12.3,-4.4,2.2,11.8,16.2,15.5,16.5,8.9,0.5,-4.2,-13.0,1.6,27480,Av_Temp
1969,-12.4,-19.9,-10.8,4.9,7.0,12.7,16.7,15.2,10.7,1.6,-2.3,-13.4,0.8,27480,Av_Temp
1970,-14.3,-11.1,-6.0,4.4,11.4,15.4,19.0,15.8,10.1,4.0,-5.8,-12.9,2.5,27480,Av_Temp
1971,-5.5,-14.6,-8.6,1.6,10.0,15.1,18.8,15.0,11.0,0.9,-1.1,-9.3,2.8,27480,Av_Temp
1972,-20.5,-11.6,-7.7,4.6,11.1,16.4,20.9,21.3,8.1,4.1,-4.1,-3.3,3.3,27480,Av_Temp
1973,-15.0,-9.4,-5.4,7.8,12.6,18.1,15.4,15.0,5.9,1.1,-4.0,-7.9,2.9,27480,Av_Temp
1974,-15.2,-7.1,-2.4,1.6,10.4,16.3,19.9,15.1,12.0,6.9,-1.7,-6.9,4.1,27480,Av_Temp
1975,-6.4,-12.8,-1.8,9.2,14.1,16.4,18.8,15.0,12.8,1.3,-4.8,-7.5,4.5,27480,Av_Temp
1976,-13.4,-18.1,-8.8,4.3,10.7,14.8,15.7,14.7,8.1,-2.9,-5.4,-9.4,0.9,27480,Av_Temp
1977,-15.2,-12.7,-3.6,5.5,14.2,17.3,18.7,15.3,8.9,0.4,-0.7,-11.0,3.1,27480,Av_Temp
1978,-7.4,-12.9,-1.7,2.5,8.9,13.6,15.8,14.2,9.0,1.9,-2.3,-18.5,1.9,27480,Av_Temp
1979,-14.2,-12.3,-3.9,-1.8,15.6,12.8,18.0,16.7,9.8,1.3,-3.3,-7.3,2.6,27480,Av_Temp
1980,-12.6,-11.4,-9.3,4.7,10.5,16.4,16.0,11.9,9.3,3.0,-4.4,-5.9,2.4,27480,Av_Temp
1981,-6.0,-9.1,-8.5,0.7,11.5,19.0,21.8,19.3,9.6,6.8,-2.2,-6.3,4.7,27480,Av_Temp
1982,-13.3,-12.9,-6.3,3.3,11.2,12.3,18.2,15.3,11.2,1.7,-0.5,-3.2,3.1,27480,Av_Temp
1983,-5.6,-10.4,-6.8,8.7,12.0,13.5,18.5,14.7,9.9,4.3,-3.5,-4.8,4.2,27480,Av_Temp
1984,-7.1,-14.2,-5.5,3.3,14.9,16.4,18.9,14.1,10.6,3.0,-5.8,-14.9,2.8,27480,Av_Temp
1985,-11.6,-16.3,-7.0,2.2,10.5,14.1,16.8,18.5,9.4,2.4,-4.6,-9.5,2.1,27480,Av_Temp
1986,-9.9,-17.1,-3.8,6.9,9.9,16.9,16.4,14.7,7.4,2.6,-3.9,-11.8,2.4,27480,Av_Temp
1987,-21.4,-8.5,-7.7,1.0,13.8,19.4,16.3,14.9,8.5,1.3,-9.7,-11.4,1.4,27480,Av_Temp
1988,-12.4,-9.8,-4.3,3.9,12.1,19.1,22.2,17.2,9.1,3.9,-8.6,-11.1,3.4,27480,Av_Temp
1989,-8.2,-6.3,-3.8,3.3,11.8,20.2,19.5,15.3,10.1,3.8,-3.7,-8.1,4.5,27480,Av_Temp
1990,-10.8,-3.3,-1.4,6.1,8.8,14.5,17.9,15.4,8.7,2.3,-4.2,-6.0,4.0,27480,Av_Temp
1991,-10.7,-10.2,-5.6,6.8,14.0,19.4,17.4,14.3,9.1,6.7,-1.7,-9.4,4.2,27480,Av_Temp
1992,-9.3,-11.1,-3.0,4.4,10.2,15.1,16.6,15.9,13.1,1.5,-3.9,-6.2,3.6,27480,Av_Temp
1993,-7.7,-10.2,-5.5,4.5,13.0,15.5,18.6,15.0,6.2,2.8,-10.5,-7.5,2.9,27480,Av_Temp
1994,-6.4,-17.1,-6.4,4.1,9.6,14.6,15.6,14.2,12.2,4.0,-5.1,-10.0,2.4,27480,Av_Temp
1995,-8.7,-4.0,-2.4,8.7,14.2,19.5,18.1,16.2,12.8,5.2,-5.0,-13.4,5.1,27480,Av_Temp
1996,-13.8,-13.5,-6.9,1.7,13.4,16.7,18.6,15.6,8.7,3.0,1.3,-10.8,2.8,27480,Av_Temp
1997,-15.2,-9.8,-4.1,3.9,10.4,18.1,17.3,15.3,9.1,3.2,-4.8,-11.2,2.7,27480,Av_Temp
1998,-9.6,-16.0,-3.7,-1.2,12.7,20.1,19.2,15.3,9.6,4.3,-9.8,-7.2,2.8,27480,Av_Temp
1999,-9.9,-8.8,-6.8,6.5,7.4,18.9,20.3,15.0,9.8,6.2,-9.1,-5.2,3.7,27480,Av_Temp
2000,-8.3,-6.3,-3.4,8.1,8.6,16.7,20.9,15.7,9.0,4.4,-5.1,-9.9,4.2,27480,Av_Temp
2001,-5.9,-10.9,-4.1,8.0,11.5,15.8,20.7,15.0,11.5,2.7,-2.5,-13.0,4.1,27480,Av_Temp
2002,-8.0,-3.2,-1.2,3.9,9.4,15.9,21.6,13.6,10.3,2.4,-3.1,-18.5,3.6,27480,Av_Temp
2003,-10.5,-13.2,-6.3,4.6,12.9,12.5,19.9,17.6,10.4,5.2,-0.8,-3.9,4.0,27480,Av_Temp
2004,-9.8,-11.5,-1.0,1.7,12.6,15.4,19.6,17.1,11.3,4.0,-2.7,-7.5,4.1,27480,Av_Temp
2005,-6.5,-12.5,-9.3,4.6,15.4,15.3,18.0,16.8,11.8,5.1,0.5,-6.4,4.4,27480,Av_Temp
2006,-15.5,-15.7,-5.6,4.4,12.3,19.0,16.7,16.5,11.8,3.4,-3.5,-2.3,3.5,27480,Av_Temp
2007,-4.0,-15.6,-0.8,5.1,14.2,14.7,18.6,20.1,10.7,5.4,-4.7,-8.4,4.6,27480,Av_Temp
2008,-11.1,-5.6,-0.4,7.1,10.6,15.0,19.2,17.0,8.8,7.2,1.1,-4.3,5.4,27480,Av_Temp
2009,-9.8,-9.3,-3.7,2.5,13.0,17.5,18.3,15.9,13.2,4.7,-1.3,-10.8,4.2,27480,Av_Temp
2010,-18.8,-14.3,-4.1,6.6,16.2,18.7,24.4,19.6,11.4,2.7,0.1,-11.1,4.3,27480,Av_Temp
2011,-12.4,-17.5,-5.0,4.0,13.2,16.3,21.2,16.9,10.9,5.6,-4.1,-4.9,3.7,27480,Av_Temp
2012,-11.2,-16.6,-5.8,7.8,13.9,17.4,19.4,17.1,11.3,6.1,-0.4,-13.9,3.8,27480,Av_Temp
2013,-13.2,-6.7,-9.9,4.5,13.4,18.7,19.1,17.8,10.9,4.2,2.3,-4.5,4.7,27480,Av_Temp
2014,-11.0,-8.8,-0.4,4.3,15.2,15.8,17.8,18.3,11.0,0.5,-3.7,-6.0,4.4,27480,Av_Temp
2015,-9.1,-5.7,-2.4,4.1,15.0,18.8,16.8,15.0,13.6,2.1,-1.6,-3.4,5.3,27480,Av_Temp
2016,-12.5,-2.7,-2.3,6.6,14.0,16.7,20.1,20.7,10.3,3.0,-5.6,-10.5,4.8,27480,Av_Temp
2017,-13.8,-7.5,-0.5,3.9,9.3,14.2,18.1,17.4,11.1,3.6,-0.8,-3.4,4.3,27480,Av_Temp
2018,-8.7,-13.0,-9.6,4.0,13.0,15.0,20.5,17.7,12.2,4.6,-2.8,-8.4,3.7,27480,Av_Temp
2019,-9.9,-6.2,-1.4,4.9,14.6,17.1,16.2,14.3,9.1,6.5,-2.5,-3.5,4.9,27480,Av_Temp
2020,-3.2,-3.3,1.9,3.3,11.9,15.4,20.1,15.5,11.2,5.8,-2.3,-11.3,5.4,27480,Av_Temp
2021,-10.6,-17.4,-5.4,5.4,15.6,20.1,20.1,19.3,8.4,5.1,-0.4,-10.5,4.1,27480,Av_Temp
2022,-10.1,-3.8,-5.8,4.8,8.7,16.8,19.6,19.8,10.2,5.6,-3.2,-9.0,4.5,27480,Av_Temp
2023,-11.3,-8.3,0.0,7.9,13.8,14.2,19.1,17.7,12.8,4.4,-1.0,-10.0,4.9,27480,Av_Temp
2024,-13.7,-10.3,-0.7,9.7,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9,27480,Av_Temp
1959,0.0,-999,-999,-999,-999,-999,75,49,51,38,8,18,-999,27480,Sum_Precip
1960,26,26,21,3,7,49,41,77,42,21,4,30,346,27480,Sum_Precip
1961,15,24,40,34,23,19,67,120,34,5,18,20,418,27480,Sum_Precip
1962,23,13,39,16,59,116,164,75,28,27,31,39,629,27480,Sum_Precip
1963,16,22,13,19,5,96,92,9,70,62,-999,-999,-999,27480,Sum_Precip
1964,19,13,10,9,46,27,39,19,41,48,28,42,340,27480,Sum_Precip
1965,28,18,8,19,95,54,60,47,119,34,43,28,551,27480,Sum_Precip
1966,-999,10,18,44,27,83,56,89,42,28,23,24,-999,27480,Sum_Precip
1967,28,11,16,48,43,44,99,34,55,43,22,26,468,27480,Sum_Precip
1968,16,27,13,24,27,34,110,71,42,31,23,21,437,27480,Sum_Precip
1969,2,6,9,8,44,78,42,46,44,61,50,26,416,27480,Sum_Precip
1970,27,29,20,51,63,78,62,77,91,59,28,7,592,27480,Sum_Precip
1971,36,8,4,32,60,39,67,72,29,82,70,25,525,27480,Sum_Precip
1972,8,8,21,22,59,50,21,0.1,90,83,-999,26,-999,27480,Sum_Precip
1973,25,25,8,11,15,57,47,65,71,61,49,30,465,27480,Sum_Precip
1974,16,19,29,70,96,53,74,59,13,49,28,23,528,27480,Sum_Precip
1975,17,14,23,34,14,35,41,27,5,27,13,28,277,27480,Sum_Precip
1976,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,27480,Sum_Precip
1977,12,22,26,11,17,149,107,31,50,67,60,23,573,27480,Sum_Precip
1978,13,30,15,8,93,111,65,67,79,89,-999,20,-999,27480,Sum_Precip
1979,34,11,10,36,2,49,58,21,97,34,64,56,472,27480,Sum_Precip
1980,25,14,9,33,63,66,131,102,79,31,66,39,658,27480,Sum_Precip
1981,29,34,22,33,27,18,9,67,81,25,23,35,404,27480,Sum_Precip
1982,52,9,22,59,51,100,28,31,49,32,49,34,515,27480,Sum_Precip
1983,25,26,26,52,20,108,114,33,38,51,61,27,581,27480,Sum_Precip
1984,19,1,15,18,12,50,140,72,67,70,39,16,518,27480,Sum_Precip
1985,50,28,10,38,38,138,90,78,53,27,39,50,637,27480,Sum_Precip
1986,32,11,27,44,27,55,34,57,77,38,29,34,463,27480,Sum_Precip
1987,16,19,4,47,41,11,86,39,56,0.4,14,40,371,27480,Sum_Precip
1988,16,23,26,32,31,76,51,58,78,31,30,38,490,27480,Sum_Precip
1989,29,25,49,14,80,85,70,78,21,101,45,45,643,27480,Sum_Precip
1990,26,34,46,24,74,64,63,77,68,70,53,20,620,27480,Sum_Precip
1991,21,20,23,25,39,63,101,76,59,80,19,38,564,27480,Sum_Precip
1992,45,22,24,63,60,24,71,42,18,134,67,5,574,27480,Sum_Precip
1993,-999,-999,0.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,27480,Sum_Precip
1994,35,10,31,10,80,75,47,61,30,42,62,27,509,27480,Sum_Precip
1995,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,27480,Sum_Precip
1996,14,19,8,15,37,65,47,6,36,20,39,20,326,27480,Sum_Precip
1997,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,27480,Sum_Precip
1998,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,27480,Sum_Precip
1999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,27480,Sum_Precip
2000,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,27480,Sum_Precip
2001,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,27480,Sum_Precip
2002,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,27480,Sum_Precip
2003,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,27480,Sum_Precip
2004,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,27480,Sum_Precip
2005,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,27480,Sum_Precip
2006,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,27480,Sum_Precip
2007,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,27480,Sum_Precip
2008,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,27480,Sum_Precip
2009,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,27480,Sum_Precip
2010,-999,-999,-999,-999,-999,-999,3,57,84,55,59,62,-999,27480,Sum_Precip
2011,38,12,29,31,25,84,113,2,91,54,50,94,624,27480,Sum_Precip
2012,24,8,34,43,45,84,101,65,81,90,45,53,672,27480,Sum_Precip
2013,35,11,74,23,40,47,148,85,82,56,46,53,699,27480,Sum_Precip
2014,40,27,15,20,7,71,13,110,32,106,19,56,514,27480,Sum_Precip
2015,46,55,4,46,61,41,104,55,27,39,60,42,578,27480,Sum_Precip
2016,80,35,23,46,27,100,79,49,106,18,77,45,683,27480,Sum_Precip
2017,28,37,31,58,50,71,182,39,49,52,34,57,686,27480,Sum_Precip
2018,42,23,21,41,20,60,109,14,33,62,33,20,477,27480,Sum_Precip
2019,49,50,45,18,22,41,71,69,19,97,36,58,575,27480,Sum_Precip
2020,38,49,42,86,52,51,59,84,17,36,21,15,549,27480,Sum_Precip
2021,58,69,28,37,70,51,72,41,48,19,66,61,618,27480,Sum_Precip
2022,55,36,16,36,52,29,97,12,69,51,61,60,574,27480,Sum_Precip
2023,17,24,54,20,53,29,77,16,10,88,60,73,520,27480,Sum_Precip
2024,47,30,10,88,-999,-999,-999,-999,-999,-999,-999,-999,-999,27480,Sum_Precip
1936,-8.3,-13.5,-6.6,3.7,10.4,20.0,21.4,18.0,10.2,1.7,-1.4,-4.6,4.3,27485,Av_Temp
1937,-13.1,-10.1,-2.4,6.6,8.7,16.8,19.5,16.8,12.4,5.3,-2.0,-12.9,3.8,27485,Av_Temp
1938,-11.9,-10.5,-3.8,4.7,12.7,16.1,21.4,19.1,14.2,4.6,-1.6,-15.5,4.1,27485,Av_Temp
1939,-13.2,-10.3,-5.2,1.7,10.5,18.1,19.3,15.5,6.6,1.1,-1.4,-9.8,2.7,27485,Av_Temp
1940,-22.7,-15.2,-7.4,2.1,8.9,15.6,19.8,19.1,13.0,-0.3,-1.4,-10.6,1.7,27485,Av_Temp
1941,-17.0,-15.0,-8.8,-1.1,7.0,12.6,19.1,17.3,8.8,1.5,-9.0,-15.8,-0.0,27485,Av_Temp
1942,-22.9,-15.6,-11.6,0.3,12.0,15.6,18.1,15.2,9.4,3.7,-5.7,-9.5,0.8,27485,Av_Temp
1943,-17.7,-10.2,-4.4,4.8,13.5,15.7,19.4,16.3,9.3,3.3,-4.3,-6.6,3.3,27485,Av_Temp
1944,-6.1,-10.0,-4.0,0.5,12.9,15.4,16.5,14.0,11.8,2.4,-6.3,-12.9,2.9,27485,Av_Temp
1945,-14.9,-15.6,-8.6,0.2,6.9,15.7,16.7,17.8,9.3,1.0,-6.0,-14.7,0.7,27485,Av_Temp
1946,-11.0,-10.9,-9.2,1.5,11.3,18.1,18.2,17.6,10.4,-1.7,-4.4,-12.2,2.3,27485,Av_Temp
1947,-13.6,-16.2,-5.7,4.6,8.8,15.7,16.6,16.3,11.0,3.4,-1.5,-7.5,2.7,27485,Av_Temp
1948,-11.6,-12.4,-8.7,1.9,15.5,20.9,15.8,15.9,9.8,3.5,-3.2,-8.8,3.2,27485,Av_Temp
1949,-5.5,-11.2,-6.9,1.7,13.6,17.9,17.3,16.6,9.9,2.7,-4.5,-8.6,3.6,27485,Av_Temp
1950,-20.0,-11.1,-5.5,6.8,10.9,15.0,15.4,13.2,11.2,4.0,-3.6,-7.5,2.4,27485,Av_Temp
1951,-14.4,-15.6,-5.3,9.1,9.1,17.4,17.8,18.8,11.4,1.6,-8.6,-4.7,3.1,27485,Av_Temp
1952,-9.2,-10.8,-9.4,0.5,10.3,18.0,19.6,15.3,11.8,2.8,-3.7,-11.1,2.8,27485,Av_Temp
1953,-14.2,-20.0,-4.9,6.0,10.9,17.7,18.8,18.1,8.7,2.4,-6.5,-9.5,2.3,27485,Av_Temp
1954,-19.8,-20.6,-7.3,3.4,12.4,18.0,20.9,16.6,11.2,5.1,-4.1,-9.4,2.2,27485,Av_Temp
1955,-9.4,-9.6,-7.1,1.8,11.3,15.8,15.6,15.3,11.3,7.0,-5.3,-21.3,2.1,27485,Av_Temp
1956,-15.4,-21.4,-6.4,3.3,11.3,19.9,15.0,15.1,6.8,3.2,-9.7,-7.3,1.2,27485,Av_Temp
1957,-12.3,-5.8,-11.1,3.2,16.2,16.5,18.3,17.8,14.2,3.3,-5.7,-5.4,4.1,27485,Av_Temp
1958,-8.6,-10.7,-8.7,2.9,11.6,15.4,17.3,16.6,6.8,4.4,-3.7,-12.2,2.6,27485,Av_Temp
1959,-7.9,-11.0,-5.0,4.1,11.3,16.4,20.2,15.7,7.6,0.4,-6.7,-11.1,2.8,27485,Av_Temp
1960,-13.2,-11.4,-8.3,4.4,9.8,17.9,20.7,15.7,9.8,0.5,-8.9,-3.1,2.8,27485,Av_Temp
1961,-9.7,-7.6,-3.3,1.4,11.3,19.1,19.4,16.2,7.9,5.3,-6.8,-11.1,3.5,27485,Av_Temp
1962,-8.2,-8.2,-4.9,6.1,14.9,12.6,18.1,13.9,10.3,3.4,-0.6,-9.9,4.0,27485,Av_Temp
1963,-19.8,-13.1,-14.3,1.9,14.4,14.7,18.2,15.8,12.6,4.9,-1.5,-11.7,1.8,27485,Av_Temp
1964,-12.6,-12.0,-10.5,1.6,11.2,16.1,19.7,16.0,10.0,3.3,-4.2,-6.0,2.7,27485,Av_Temp
1965,-15.5,-14.7,-4.7,-0.7,9.6,16.1,16.8,14.4,12.1,2.0,-7.0,-4.0,2.0,27485,Av_Temp
1966,-13.9,-15.6,-2.8,6.8,13.5,16.0,19.0,17.4,9.4,2.3,-2.9,-16.9,2.7,27485,Av_Temp
1967,-17.4,-15.2,-3.6,6.2,14.6,16.0,17.5,18.8,9.3,6.0,-1.0,-10.6,3.4,27485,Av_Temp
1968,-18.5,-12.2,-3.7,2.6,12.2,16.5,16.2,16.6,9.4,0.7,-4.0,-13.2,1.9,27485,Av_Temp
1969,-22.4,-20.4,-10.2,5.0,7.2,13.0,17.0,15.4,11.4,1.7,-2.0,-13.2,0.2,27485,Av_Temp
1970,-15.2,-11.0,-5.5,4.8,11.6,15.7,19.3,15.9,10.6,4.2,-5.2,-13.4,2.7,27485,Av_Temp
1971,-6.0,-14.1,-8.1,2.2,10.2,15.3,19.6,15.3,11.7,1.2,-0.9,-8.9,3.1,27485,Av_Temp
1972,-21.6,-11.4,-7.1,5.3,11.7,16.8,21.2,21.8,8.5,4.2,-4.0,-3.6,3.5,27485,Av_Temp
1973,-15.8,-9.1,-4.7,8.6,12.9,18.3,16.0,15.4,6.6,1.6,-3.6,-7.5,3.2,27485,Av_Temp
1974,-16.2,-6.9,-1.7,2.6,11.5,16.4,20.2,15.4,12.1,7.1,-1.5,-7.0,4.3,27485,Av_Temp
1975,-7.0,-12.3,-0.8,10.0,14.3,17.1,19.4,15.2,13.3,1.4,-4.6,-7.4,4.9,27485,Av_Temp
1976,-14.1,-17.9,-8.4,4.7,11.3,15.3,16.0,15.3,8.7,-2.8,-5.1,-9.6,1.1,27485,Av_Temp
1977,-16.3,-12.5,-2.8,6.0,14.3,17.8,19.0,15.6,9.3,0.8,-0.6,-10.9,3.3,27485,Av_Temp
1978,-8.5,-12.4,-1.0,3.2,9.2,14.2,16.4,14.4,9.6,2.4,-2.3,-18.6,2.2,27485,Av_Temp
1979,-15.3,-11.8,-3.4,-1.1,15.9,13.0,18.3,16.8,10.6,1.7,-3.0,-6.5,2.9,27485,Av_Temp
1980,-13.4,-10.9,-8.7,5.1,11.3,16.7,16.4,12.6,9.8,2.9,-4.0,-5.5,2.7,27485,Av_Temp
1981,-7.1,-8.6,-7.7,1.5,11.8,19.5,21.8,19.6,9.9,6.9,-1.8,-6.4,5.0,27485,Av_Temp
1982,-14.2,-12.8,-6.1,4.4,11.4,12.8,18.7,15.9,11.7,2.2,-0.2,-2.4,3.5,27485,Av_Temp
1983,-6.7,-9.5,-6.0,9.1,11.9,14.0,18.8,15.0,10.4,4.6,-3.1,-4.7,4.5,27485,Av_Temp
1984,-8.8,-13.9,-4.4,3.8,15.1,16.5,19.3,14.2,10.9,3.0,-5.8,-15.4,2.9,27485,Av_Temp
1985,-11.7,-15.5,-6.8,2.8,10.7,14.7,17.0,18.6,9.8,2.5,-4.2,-9.5,2.4,27485,Av_Temp
1986,-11.0,-16.8,-3.6,7.8,9.9,17.0,16.4,15.1,7.8,2.8,-4.3,-12.1,2.4,27485,Av_Temp
1987,-22.2,-8.4,-7.8,1.1,14.1,19.5,16.9,15.1,8.8,0.9,-9.8,-11.9,1.4,27485,Av_Temp
1988,-13.5,-9.4,-3.9,4.2,12.2,19.4,22.3,17.4,9.5,3.4,-8.9,-11.2,3.5,27485,Av_Temp
1989,-9.7,-6.3,-3.6,3.2,11.5,20.5,19.6,15.3,10.3,4.2,-3.3,-8.1,4.5,27485,Av_Temp
1990,-11.7,-2.9,-0.8,6.5,9.0,14.9,18.2,15.6,9.2,2.4,-3.9,-6.1,4.2,27485,Av_Temp
1991,-11.5,-9.9,-5.2,7.3,14.2,19.7,17.7,14.4,9.6,6.9,-1.7,-10.0,4.3,27485,Av_Temp
1992,-10.3,-10.7,-2.5,5.0,10.3,15.2,16.8,15.9,13.5,1.8,-3.3,-6.5,3.8,27485,Av_Temp
1993,-7.7,-11.0,-6.4,4.6,12.9,15.5,18.6,15.0,6.3,2.8,-10.8,-7.6,2.7,27485,Av_Temp
1994,-7.7,-17.6,-6.0,4.1,10.1,15.0,15.8,14.5,12.3,4.1,-4.8,-10.4,2.5,27485,Av_Temp
1995,-10.0,-3.6,-2.1,9.5,14.5,19.8,18.4,16.4,12.8,5.2,-4.8,-13.5,5.2,27485,Av_Temp
1996,-15.4,-13.7,-7.4,1.8,13.8,16.9,18.8,15.6,9.2,2.9,1.4,-11.6,2.7,27485,Av_Temp
1997,-16.3,-9.8,-4.0,4.3,10.6,18.4,17.1,15.4,9.5,3.5,-5.1,-11.5,2.7,27485,Av_Temp
1998,-10.4,-15.9,-3.6,-1.3,13.1,20.1,19.6,15.7,9.9,4.3,-10.2,-7.2,2.8,27485,Av_Temp
1999,-10.3,-8.6,-7.3,6.5,7.6,18.9,20.5,15.3,10.0,6.0,-9.5,-5.5,3.6,27485,Av_Temp
2000,-8.6,-6.1,-3.3,7.8,8.6,17.2,21.0,15.9,9.3,4.3,-5.4,-9.6,4.3,27485,Av_Temp
2001,-6.1,-10.4,-3.7,7.8,11.9,15.8,20.6,15.2,11.6,2.9,-2.3,-13.0,4.2,27485,Av_Temp
2002,-8.5,-2.9,-1.1,3.7,9.3,15.9,21.6,13.9,10.7,2.8,-2.9,-19.0,3.6,27485,Av_Temp
2003,-10.9,-13.4,-6.5,4.8,13.1,12.7,20.0,18.1,10.7,5.2,-0.8,-4.0,4.1,27485,Av_Temp
2004,-9.9,-11.7,-0.9,1.7,13.1,16.0,20.0,17.5,11.6,4.0,-2.5,-7.6,4.3,27485,Av_Temp
2005,-7.2,-12.7,-9.3,4.6,15.8,15.5,18.2,17.0,11.9,4.9,0.0,-6.3,4.4,27485,Av_Temp
2006,-16.1,-15.7,-5.6,4.5,12.5,19.2,16.9,16.7,12.0,3.6,-3.6,-2.7,3.5,27485,Av_Temp
2007,-4.0,-15.5,-1.1,5.3,14.5,14.8,18.9,20.1,11.1,5.5,-4.8,-9.4,4.6,27485,Av_Temp
2008,-11.7,-5.9,-0.2,7.3,10.9,15.3,19.3,17.5,8.9,7.2,1.0,-4.8,5.4,27485,Av_Temp
2009,-10.3,-9.4,-3.7,2.6,13.2,18.0,18.4,16.2,13.4,5.1,-1.5,-10.9,4.3,27485,Av_Temp
2010,-18.7,-14.3,-4.4,6.6,16.6,19.3,24.5,20.4,11.6,2.7,0.1,-10.8,4.5,27485,Av_Temp
2011,-12.4,-17.2,-4.9,4.3,13.6,16.6,21.9,17.5,11.4,5.7,-4.2,-5.4,3.9,27485,Av_Temp
2012,-11.0,-16.4,-5.6,8.1,14.6,18.1,20.2,17.6,11.7,6.4,-0.3,-13.6,4.2,27485,Av_Temp
